timestamp,open,low,high,close,volume
2022-08-04 09:00:00,360,328,374,374,0
2022-08-04 10:00:00,374,374,374,374,647100
2022-08-04 11:00:00,374,374,374,374,125200
2022-08-04 12:00:00,374,374,374,374,0
2022-08-04 13:00:00,374,374,374,374,1188100
2022-08-04 14:00:00,374,374,374,374,90600
2022-08-04 15:00:00,374,374,374,374,45800
2022-08-04 16:00:00,374,374,374,374,0
2022-08-05 09:00:00,424,410,466,466,0
2022-08-05 10:00:00,466,466,466,466,437800
2022-08-05 11:00:00,466,466,466,466,128400
2022-08-05 12:00:00,466,466,466,466,0
2022-08-05 13:00:00,466,466,466,466,380600
2022-08-05 14:00:00,466,466,466,466,963300
2022-08-05 15:00:00,466,466,466,466,46200
2022-08-05 16:00:00,466,466,466,466,0
2022-08-08 09:00:00,500,470,580,565,0
2022-08-08 10:00:00,565,560,580,580,31478900
2022-08-08 11:00:00,580,580,580,580,341500
2022-08-08 12:00:00,580,580,580,580,0
2022-08-08 13:00:00,580,580,580,580,571000
2022-08-08 14:00:00,580,580,580,580,619800
2022-08-08 15:00:00,580,580,580,580,67700
2022-08-08 16:00:00,580,580,580,580,0
2022-08-09 09:00:00,625,625,725,725,0
2022-08-09 10:00:00,725,725,725,725,636900
2022-08-09 11:00:00,725,725,725,725,181500
2022-08-09 12:00:00,725,725,725,725,0
2022-08-09 13:00:00,725,565,725,635,101166500
2022-08-09 14:00:00,630,540,640,540,81187200
2022-08-09 15:00:00,540,540,540,540,2563000
2022-08-09 16:00:00,540,540,540,540,0
2022-08-10 09:00:00,505,505,540,505,0
2022-08-10 10:00:00,505,505,505,505,1544300
2022-08-10 11:00:00,505,505,520,505,12300400
2022-08-10 12:00:00,505,505,520,505,0
2022-08-10 13:00:00,505,505,505,505,1938600
2022-08-10 14:00:00,505,505,505,505,599500
2022-08-10 15:00:00,505,505,505,505,141900
2022-08-10 16:00:00,505,505,505,505,0
2022-08-11 09:00:00,470,470,530,470,30659500
2022-08-11 10:00:00,470,470,470,470,1434300
2022-08-11 11:00:00,470,470,470,470,318100
2022-08-11 12:00:00,470,470,470,470,0
2022-08-11 13:00:00,470,470,470,470,478800
2022-08-11 14:00:00,470,470,492,472,41149500
2022-08-11 15:00:00,470,470,470,470,3884400
2022-08-11 16:00:00,470,470,470,470,0
2022-08-12 09:00:00,450,438,488,440,0
2022-08-12 10:00:00,440,438,448,440,9674700
2022-08-12 11:00:00,440,438,442,442,1510100
2022-08-12 12:00:00,440,438,442,442,0
2022-08-12 13:00:00,442,438,442,438,5328500
2022-08-12 14:00:00,438,438,442,438,4653700
2022-08-12 15:00:00,438,438,438,438,983400
2022-08-12 16:00:00,438,438,438,438,0
2022-08-15 09:00:00,418,410,448,444,0
2022-08-15 10:00:00,444,428,444,436,6513700
2022-08-15 11:00:00,436,434,474,466,33081300
2022-08-15 12:00:00,436,434,474,466,0
2022-08-15 13:00:00,466,462,494,478,40496600
2022-08-15 14:00:00,478,472,510,505,50754900
2022-08-15 15:00:00,500,500,500,500,8504800
2022-08-15 16:00:00,500,500,500,500,0
2022-08-16 09:00:00,505,466,515,505,0
2022-08-16 10:00:00,505,490,525,494,28666300
2022-08-16 11:00:00,494,482,494,492,3855700
2022-08-16 12:00:00,494,482,494,492,0
2022-08-16 13:00:00,490,480,492,486,3998100
2022-08-16 14:00:00,486,466,488,472,15579200
2022-08-16 15:00:00,470,470,470,470,0
2022-08-16 16:00:00,470,470,470,470,0
2022-08-17 09:00:00,470,470,470,470,0
2022-08-17 10:00:00,470,470,470,470,0
2022-08-17 11:00:00,470,470,470,470,0
2022-08-17 12:00:00,470,470,470,470,0
2022-08-17 13:00:00,470,470,470,470,0
2022-08-17 14:00:00,470,470,470,470,0
2022-08-17 15:00:00,470,470,470,470,0
2022-08-17 16:00:00,470,470,470,470,0
2022-08-18 09:00:00,470,456,494,478,21233900
2022-08-18 10:00:00,476,466,480,472,3900200
2022-08-18 11:00:00,472,466,476,472,1237500
2022-08-18 12:00:00,472,466,476,472,0
2022-08-18 13:00:00,472,468,478,474,1031100
2022-08-18 14:00:00,474,470,476,472,1445400
2022-08-18 15:00:00,476,476,476,476,1358300
2022-08-18 16:00:00,476,476,476,476,0
2022-08-19 09:00:00,480,476,515,490,9857600
2022-08-19 10:00:00,490,488,494,490,3490600
2022-08-19 11:00:00,488,484,490,484,2614500
2022-08-19 12:00:00,488,484,490,484,0
2022-08-19 13:00:00,484,484,494,492,3693000
