timestamp,open,low,high,close,volume
2022-08-05 09:00:00,136,136,170,170,0
2022-08-05 10:00:00,170,170,170,170,696900
2022-08-05 11:00:00,170,170,170,170,95500
2022-08-05 12:00:00,170,170,170,170,0
2022-08-05 13:00:00,170,170,170,170,352400
2022-08-05 14:00:00,170,170,170,170,259900
2022-08-05 15:00:00,170,170,170,170,1641300
2022-08-05 16:00:00,170,170,170,170,0
2022-08-08 09:00:00,202,159,228,159,0
2022-08-08 10:00:00,159,159,159,159,5321200
2022-08-08 11:00:00,159,159,159,159,1995200
2022-08-08 12:00:00,159,159,159,159,0
2022-08-08 13:00:00,159,159,169,159,128685500
2022-08-08 14:00:00,159,159,161,159,23300600
2022-08-08 15:00:00,159,159,159,159,1254000
2022-08-08 16:00:00,159,159,159,159,0
2022-08-09 09:00:00,155,148,155,154,0
2022-08-09 10:00:00,154,149,154,151,12509700
2022-08-09 11:00:00,152,150,152,151,2650100
2022-08-09 12:00:00,152,150,152,151,0
2022-08-09 13:00:00,151,150,152,150,6335400
2022-08-09 14:00:00,150,148,151,151,29020200
2022-08-09 15:00:00,151,151,151,151,8264900
2022-08-09 16:00:00,151,151,151,151,0
2022-08-10 09:00:00,151,150,181,167,104248200
2022-08-10 10:00:00,167,161,167,164,39245900
2022-08-10 11:00:00,165,163,168,165,31084800
2022-08-10 12:00:00,165,163,168,165,0
2022-08-10 13:00:00,164,160,171,162,85813500
2022-08-10 14:00:00,163,162,168,166,23517200
2022-08-10 15:00:00,168,168,168,168,13117900
2022-08-10 16:00:00,168,168,168,168,0
2022-08-11 09:00:00,169,168,181,172,0
2022-08-11 10:00:00,172,170,172,171,10895700
2022-08-11 11:00:00,171,170,172,171,2033700
2022-08-11 12:00:00,171,170,172,171,0
2022-08-11 13:00:00,171,170,172,171,2706000
2022-08-11 14:00:00,171,170,176,175,113808600
2022-08-11 15:00:00,175,175,175,175,29381500
2022-08-11 16:00:00,175,175,175,175,0
2022-08-12 09:00:00,177,175,194,184,0
2022-08-12 10:00:00,184,182,185,185,13649000
2022-08-12 11:00:00,184,182,196,187,165125500
2022-08-12 12:00:00,184,182,196,187,0
2022-08-12 13:00:00,186,184,187,186,11194200
2022-08-12 14:00:00,187,186,193,192,90786100
2022-08-12 15:00:00,192,192,192,192,68859600
2022-08-12 16:00:00,192,192,192,192,0
2022-08-15 09:00:00,194,193,214,212,0
2022-08-15 10:00:00,212,206,242,228,185387400
2022-08-15 11:00:00,230,222,254,248,123726500
2022-08-15 12:00:00,230,222,254,248,0
2022-08-15 13:00:00,246,244,248,248,14295700
2022-08-15 14:00:00,248,238,258,258,97958900
2022-08-15 15:00:00,258,258,258,258,70943800
2022-08-15 16:00:00,258,258,258,258,0
2022-08-16 09:00:00,298,240,298,240,0
2022-08-16 10:00:00,240,240,240,240,62843700
2022-08-16 11:00:00,240,240,240,240,19359200
2022-08-16 12:00:00,240,240,240,240,0
2022-08-16 13:00:00,240,240,240,240,327500
2022-08-16 14:00:00,240,240,240,240,21947300
2022-08-16 15:00:00,240,240,240,240,135900
2022-08-16 16:00:00,240,240,240,240,0
2022-08-17 09:00:00,240,240,240,240,0
2022-08-17 10:00:00,240,240,240,240,0
2022-08-17 11:00:00,240,240,240,240,0
2022-08-17 12:00:00,240,240,240,240,0
